Age,primary_streaming_service,hours_per_day,while_working,Instrumentalist,composer,fav_genre,exploratory,foreign_languages,bpm,classical,country,edm,folk,gospel,hiphop,jazz,kpop,latin,lofi,metal,pop,r&b,rap,rock,video_game,anxiety,depression,insomnia,ocd,Music effects
36,I do Falset use a streaming service.,8,TRUE,TRUE,TRUE,Video game music,FALSE,TRUE,143,Sometimes,Never,Sometimes,Very frequently,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,7,6,6,1,False effect
18,Spotify,3,TRUE,TRUE,FALSE,Rock,TRUE,FALSE,118,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,10,2,0,0,Improve
18,Spotify,2,TRUE,FALSE,FALSE,K pop,TRUE,TRUE,130,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,6,0,0,0,Improve
25,Spotify,7,TRUE,FALSE,FALSE,Pop,FALSE,TRUE,120,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,2,0,1,0,Improve
18,YouTube Music,12,TRUE,,FALSE,K pop,TRUE,TRUE,126,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,3,7,5,2,Improve
31,YouTube Music,9,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,158,Rarely,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Never,9,0,2,0,Improve
17,Spotify,2,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,160,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,5,4,1,1,Improve
21,Spotify,1,TRUE,FALSE,FALSE,Folk,FALSE,TRUE,,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,8,4,0,1,Improve
30,Other streaming service,1,FALSE,FALSE,FALSE,Country,FALSE,FALSE,119,Never,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,8,10,2,0,Improve
40,Apple Music,2,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,120,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,3,6,2,1,False effect
64,I do Falset use a streaming service.,4,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,200,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,4,4,2,1,Improve
14,Spotify,2,TRUE,TRUE,FALSE,Rock,TRUE,TRUE,136,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7,5,2,6,Improve
26,YouTube Music,6,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,104,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,3,2,0,0,False effect
35,Spotify,4,TRUE,TRUE,TRUE,Country,TRUE,TRUE,90,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Rarely,9,9,5,1,Improve
33,Other streaming service,1,FALSE,FALSE,FALSE,Rock,FALSE,FALSE,120,Never,Never,Rarely,Never,Never,Very frequently,Sometimes,Very frequently,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,3,10,4,1,False effect
30,Spotify,6,TRUE,FALSE,FALSE,Folk,TRUE,TRUE,89,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,9,0,5,0,False effect
31,Spotify,2,FALSE,TRUE,FALSE,Metal,TRUE,,95,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,7,6,6,5,Improve
27,Spotify,5,TRUE,FALSE,TRUE,Folk,TRUE,TRUE,140,Rarely,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,0,9,4,0,Improve
53,I do Falset use a streaming service.,1.5,FALSE,FALSE,FALSE,Pop,TRUE,TRUE,92,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,2,2,2,1,False effect
23,Spotify,5,TRUE,TRUE,TRUE,Metal,TRUE,TRUE,120,Sometimes,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,6,9,2,1,Improve
25,Spotify,2,TRUE,FALSE,TRUE,EDM,TRUE,FALSE,128,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,6,4,1,0,Improve
16,Apple Music,4,TRUE,TRUE,FALSE,K pop,TRUE,TRUE,140,Very frequently,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Never,Never,Never,8,9,4,0,Improve
18,Spotify,2,TRUE,TRUE,TRUE,Rock,TRUE,FALSE,,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,6,7,4,3,Improve
29,Spotify,5,TRUE,TRUE,TRUE,Classical,TRUE,TRUE,,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Never,Very frequently,Very frequently,7,2,2,0,Improve
31,YouTube Music,6,TRUE,FALSE,FALSE,EDM,TRUE,TRUE,136,Rarely,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,8,6,5,6,False effect
31,Spotify,1,FALSE,FALSE,FALSE,Rock,FALSE,TRUE,132,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,3,10,0,0,Worsen
38,Spotify,6,TRUE,TRUE,FALSE,Pop,TRUE,TRUE,107,Very frequently,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,9,4,9,7,Improve
17,Spotify,4,FALSE,TRUE,FALSE,Classical,TRUE,TRUE,135,Very frequently,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,7,9,2,8,Worsen
25,Apple Music,2,FALSE,FALSE,FALSE,EDM,FALSE,TRUE,171,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,10,3,1,4,Improve
20,Spotify,2,FALSE,TRUE,TRUE,Metal,FALSE,TRUE,220,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,0,0,0,1,False effect
15,Spotify,2,TRUE,FALSE,FALSE,EDM,FALSE,FALSE,171,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,9,6,1,7,False effect
16,Spotify,4,TRUE,FALSE,TRUE,Lofi,TRUE,FALSE,85,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,7,1,3,5,Improve
20,Spotify,2,TRUE,TRUE,FALSE,EDM,FALSE,TRUE,174,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Sometimes,Never,Never,9,7,5,7,Improve
23,Other streaming service,6,TRUE,FALSE,FALSE,Rap,TRUE,TRUE,87,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,1,2,7,Improve
22,Spotify,3,TRUE,FALSE,FALSE,Hip hop,TRUE,TRUE,77,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,6,6,8,0,Improve
15,I do Falset use a streaming service.,5,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,126,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,10,6,0,4,Improve
17,I do Falset use a streaming service.,0.5,TRUE,TRUE,FALSE,Video game music,FALSE,TRUE,136,Rarely,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Rarely,6,3,1,1,Improve
22,YouTube Music,1,TRUE,FALSE,FALSE,Video game music,TRUE,TRUE,80,Rarely,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,3,3,0,7,False effect
21,Spotify,10,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,92,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,9,10,2,2,False effect
19,Spotify,2,TRUE,FALSE,FALSE,Pop,FALSE,TRUE,120,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Very frequently,Rarely,Never,7,5,0,2,False effect
32,Apple Music,0.5,FALSE,FALSE,FALSE,Classical,TRUE,FALSE,,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,3,0,4,4,False effect
34,YouTube Music,1,FALSE,FALSE,FALSE,Rock,FALSE,TRUE,138,Rarely,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,9,9,6,4,Improve
18,I do Falset use a streaming service.,2,TRUE,TRUE,FALSE,Metal,TRUE,TRUE,150,Sometimes,Never,Sometimes,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Rarely,5,7,7,2,Improve
21,Spotify,3,TRUE,FALSE,FALSE,Country,TRUE,FALSE,108,Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,0,8,0,5,Improve
20,Spotify,3,FALSE,FALSE,FALSE,Country,TRUE,TRUE,119,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,8,4,3,4,Improve
19,Spotify,2,TRUE,FALSE,FALSE,Country,TRUE,FALSE,125,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Very frequently,Never,Sometimes,Never,7,2,0,7,False effect
25,I do Falset use a streaming service.,1,FALSE,FALSE,FALSE,Pop,FALSE,TRUE,,Rarely,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,9,9,6,9,False effect
31,Spotify,8,TRUE,TRUE,FALSE,Classical,TRUE,TRUE,,Very frequently,Never,Never,Never,Rarely,Very frequently,Never,Never,Never,Never,Never,Very frequently,Very frequently,Sometimes,Never,Never,5,7,5,4,Improve
21,Spotify,1,TRUE,TRUE,FALSE,Pop,TRUE,TRUE,85,Very frequently,Never,Very frequently,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,5,1,0,0,Improve
31,YouTube Music,1,FALSE,FALSE,TRUE,Folk,TRUE,TRUE,113,Very frequently,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Very frequently,4,1,3,0,Improve
20,YouTube Music,1,FALSE,FALSE,FALSE,Pop,TRUE,FALSE,86,Rarely,Never,Rarely,Rarely,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,3,5,3,0,Improve
19,Spotify,5,TRUE,TRUE,FALSE,Rock,TRUE,FALSE,141,Sometimes,Never,Very frequently,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,2,2,0,6,Improve
19,Other streaming service,5,TRUE,FALSE,FALSE,EDM,TRUE,TRUE,97,Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,0,1,3,5,Improve
23,Spotify,4,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7,8,6,2,Improve
24,I do Falset use a streaming service.,8,TRUE,FALSE,TRUE,Video game music,TRUE,FALSE,120,Sometimes,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Very frequently,Never,6,4,8,8,Improve
20,Other streaming service,0.7,FALSE,FALSE,FALSE,Rock,FALSE,FALSE,144,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Never,Sometimes,5,6,8,2,Improve
15,Spotify,3,FALSE,FALSE,FALSE,Video game music,FALSE,FALSE,84,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Never,6,6,2,6,False effect
17,Spotify,7,TRUE,FALSE,FALSE,Hip hop,FALSE,TRUE,84,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Sometimes,8,9,3,4,Improve
20,I do Falset use a streaming service.,1.5,FALSE,TRUE,TRUE,Video game music,FALSE,TRUE,60,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Never,8,4,3,3,Worsen
14,Spotify,4,TRUE,TRUE,TRUE,Video game music,TRUE,TRUE,81,Sometimes,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,8,6,5,7,Improve
24,Spotify,4,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,150,Sometimes,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,8,8,7,7,Improve
14,Other streaming service,10,TRUE,FALSE,TRUE,Video game music,FALSE,FALSE,95,Rarely,Never,Never,Never,Never,Very frequently,Never,Very frequently,Never,Never,Never,Very frequently,Sometimes,Never,Never,Never,5,2,5,0,Improve
23,Spotify,2,TRUE,TRUE,TRUE,Rock,TRUE,FALSE,138,Very frequently,Never,Rarely,Never,Very frequently,Sometimes,Sometimes,Never,Sometimes,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Sometimes,6,8,4,2,False effect
28,Apple Music,2,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,7,5,2,1,False effect
22,Spotify,6,TRUE,FALSE,FALSE,Jazz,TRUE,TRUE,140,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,8,8,7,1,Improve
25,Spotify,0.5,TRUE,TRUE,FALSE,Rock,TRUE,TRUE,139,Rarely,Never,Rarely,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Sometimes,10,2,0,0,Improve
27,Spotify,2,TRUE,TRUE,TRUE,Pop,TRUE,TRUE,100,Sometimes,Never,Very frequently,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,8,7,7,5,Improve
18,Spotify,5,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,8,8,8,6,Improve
17,Apple Music,3,TRUE,TRUE,TRUE,Pop,TRUE,FALSE,120,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,10,9,2,Improve
23,Other streaming service,4.5,TRUE,FALSE,FALSE,Rock,FALSE,TRUE,,Sometimes,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Sometimes,Very frequently,Very frequently,Never,Never,6,1,8,4,False effect
40,Other streaming service,3,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,178,Sometimes,Never,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,0,4,4,0,Improve
27,Spotify,20,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,8,10,10,8,False effect
18,Spotify,1,FALSE,FALSE,FALSE,Pop,TRUE,FALSE,100,Rarely,Never,Never,Very frequently,Sometimes,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,3,2,0,1,False effect
16,Spotify,2.5,FALSE,TRUE,TRUE,Metal,TRUE,FALSE,110,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Very frequently,Never,5,3,3,1,Improve
18,Spotify,1,FALSE,FALSE,FALSE,Rock,TRUE,TRUE,108,Sometimes,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Never,8,9,6,1,Improve
23,Spotify,2,FALSE,TRUE,FALSE,Jazz,FALSE,TRUE,,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10,3,0,10,False effect
15,I do Falset use a streaming service.,5,TRUE,TRUE,FALSE,Metal,TRUE,FALSE,161,Never,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,6,7,8,2,Improve
20,Apple Music,3,TRUE,TRUE,FALSE,Metal,TRUE,FALSE,200,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,7,4,7,0,Improve
16,Spotify,3,TRUE,TRUE,FALSE,Rock,TRUE,FALSE,,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,9,8,6,2,Improve
16,Spotify,0.5,FALSE,FALSE,FALSE,Rock,FALSE,TRUE,156,Sometimes,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,Never,8,0,0,0,Improve
20,Apple Music,8,TRUE,TRUE,TRUE,Country,TRUE,FALSE,120,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,8,9,2,5,False effect
33,Spotify,2,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,7,2,3,0,Improve
22,Spotify,3,TRUE,TRUE,TRUE,Rock,TRUE,TRUE,90,Never,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,10,10,4,0,Improve
21,Spotify,3,TRUE,FALSE,FALSE,Hip hop,TRUE,TRUE,85,Never,Never,Rarely,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Never,Very frequently,Very frequently,8,8,3,3,Improve
21,Apple Music,5,TRUE,TRUE,FALSE,Metal,TRUE,TRUE,171,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,8,7,7,4,Improve
29,Apple Music,1.5,TRUE,FALSE,TRUE,Rock,TRUE,TRUE,108,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,8,7,1,2,Improve
56,I do Falset use a streaming service.,1,TRUE,FALSE,FALSE,Pop,FALSE,FALSE,105,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,6,5,10,2,False effect
17,Spotify,2,TRUE,TRUE,FALSE,Pop,TRUE,FALSE,76,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Never,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Never,7,6,0,4,Improve
22,Spotify,1,TRUE,FALSE,FALSE,Pop,FALSE,FALSE,108,Rarely,Never,Very frequently,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,7,4,0,0,Improve
26,Spotify,4,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,140,Sometimes,Never,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,8,7,2,10,False effect
30,Spotify,1,TRUE,FALSE,FALSE,EDM,TRUE,TRUE,200,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,4,4,4,0,Improve
49,Spotify,2,TRUE,FALSE,FALSE,Folk,TRUE,FALSE,147,Rarely,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,0,0,2,0,False effect
22,Spotify,2,TRUE,TRUE,TRUE,EDM,TRUE,TRUE,120,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Never,6,4,0,1,Improve
32,Spotify,2,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,158,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,4,7,0,0,Improve
32,I do Falset use a streaming service.,1,FALSE,FALSE,FALSE,Rock,FALSE,FALSE,110,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,8,4,3,0,False effect
22,YouTube Music,6,TRUE,FALSE,FALSE,Country,TRUE,FALSE,103,Never,Never,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,Very frequently,Very frequently,5,5,3,3,Improve
17,Spotify,2,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,93,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Never,Very frequently,Rarely,0,8,0,0,Improve
21,Spotify,4,TRUE,TRUE,FALSE,Rock,TRUE,FALSE,62,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,7,4,6,1,Improve
17,Spotify,1.5,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,180,Very frequently,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Never,8,7,7,3,False effect
25,Spotify,3,TRUE,FALSE,FALSE,Metal,FALSE,FALSE,150,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,9,8,6,2,Improve
15,Spotify,4,TRUE,FALSE,TRUE,Rock,TRUE,FALSE,105,Never,Never,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,8,6,4,0,Improve
13,Spotify,10,TRUE,FALSE,FALSE,Rap,TRUE,FALSE,140,Never,Never,Never,Rarely,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,7,2,0,8,Improve
38,Spotify,3,TRUE,FALSE,FALSE,Rock,FALSE,TRUE,,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,6,7,7,7,False effect
23,Apple Music,3,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,161,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Never,7,6,4,2,Improve
17,Spotify,3,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,120,Sometimes,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Never,1,1,1,0,Improve
59,YouTube Music,2,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,103,Rarely,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Never,Rarely,1,1,3,0,Improve
22,Spotify,2,TRUE,TRUE,TRUE,Pop,TRUE,FALSE,72,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,2,7,1,2,Improve
17,Apple Music,3,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,113,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,6,2,3,1,False effect
27,Spotify,2,FALSE,FALSE,FALSE,Pop,FALSE,FALSE,120,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,7,7,3,2,False effect
23,Spotify,5,TRUE,TRUE,FALSE,Video game music,FALSE,FALSE,95,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Sometimes,Never,Very frequently,Never,Never,8,7,0,3,False effect
15,Spotify,6,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,97,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,8,3,5,2,Improve
